,Index,Tweets,label,length,token_text,stop_tokens,hash_token,idf_token,features,rawPrediction,probability,prediction
766,326686,enjoying quiet saturday afternoon,0.0,33,"['enjoying', 'quiet', 'saturday', 'afternoon']","['enjoying', 'quiet', 'saturday', 'afternoon']","(262144,[25328,71576,74883,133567],[1.0,1.0,1.0,1.0])","(262144,[25328,71576,74883,133567],[5.409703171896685,5.682996506896367,5.942507702381451,6.840449295587409])","(262145,[25328,71576,74883,133567,262144],[5.409703171896685,5.682996506896367,5.942507702381451,6.840449295587409,33.0])","[-264.358908105154,-309.20173814191287]","[1.0,3.34970346203035e-20]",0.0
767,326796,looking good say hi parents,0.0,27,"['looking', 'good', 'say', 'hi', 'parents']","['looking', 'good', 'say', 'hi', 'parents']","(262144,[33808,113432,128342,163000,171222],[1.0,1.0,1.0,1.0,1.0])","(262144,[33808,113432,128342,163000,171222],[4.894539146532097,2.7552372169285815,6.01946874351758,4.772436449731196,4.418063002780743])","(262145,[33808,113432,128342,163000,171222,262144],[4.894539146532097,2.7552372169285815,6.01946874351758,4.772436449731196,4.418063002780743,27.0])","[-222.76972534101304,-236.5969792771755]","[0.9999990116756707,9.883243293566483e-07]",0.0
768,32753,great thank making music goodness today,0.0,39,"['great', 'thank', 'making', 'music', 'goodness', 'today']","['great', 'thank', 'making', 'music', 'goodness', 'today']","(262144,[64238,81783,131250,185800,248069,261870],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[64238,81783,131250,185800,248069,261870],[3.3977029110123818,4.050958762545025,4.92085645484947,6.75343791859778,5.063957298490143,3.5412510818803757])","(262145,[64238,81783,131250,185800,248069,261870,262144],[3.3977029110123818,4.050958762545025,4.92085645484947,6.75343791859778,5.063957298490143,3.5412510818803757,39.0])","[-269.24161295221694,-326.8781413340582]","[1.0,9.306229698937682e-26]",0.0
769,327624,back fantastic birthday gathering hyde park full sunshine fantastic food pure glee awesome friends awesome,0.0,106,"['back', 'fantastic', 'birthday', 'gathering', 'hyde', 'park', 'full', 'sunshine', 'fantastic', 'food', 'pure', 'glee', 'awesome', 'friends', 'awesome']","['back', 'fantastic', 'birthday', 'gathering', 'hyde', 'park', 'full', 'sunshine', 'fantastic', 'food', 'pure', 'glee', 'awesome', 'friends', 'awesome']","(262144,[8003,46512,71826,121133,130047,132270,151393,199176,219897,228967,248447,249848,257476],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0])","(262144,[8003,46512,71826,121133,130047,132270,151393,199176,219897,228967,248447,249848,257476],[8.545197387825835,6.193822130662357,6.147302115027464,5.231011383153309,4.370810117930198,3.589370330224574,5.772608665586054,12.69594562097923,8.550999876251746,4.894539146532097,7.446585099157725,7.852050207265889,8.545197387825835])","(262145,[8003,46512,71826,121133,130047,132270,151393,199176,219897,228967,248447,249848,257476,262144],[8.545197387825835,6.193822130662357,6.147302115027464,5.231011383153309,4.370810117930198,3.589370330224574,5.772608665586054,12.69594562097923,8.550999876251746,4.894539146532097,7.446585099157725,7.852050207265889,8.545197387825835,106.0])","[-1038.1313696665452,-1107.970466574603]","[1.0,4.669448519933141e-31]",0.0
770,327743,yes would really great matt alber performing together,0.0,53,"['yes', 'would', 'really', 'great', 'matt', 'alber', 'performing', 'together']","['yes', 'really', 'great', 'matt', 'alber', 'performing', 'together']","(262144,[96524,138036,147224,148200,229264,232424,261870],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[96524,138036,147224,148200,229264,232424,261870],[7.852050207265889,4.442554022789039,5.627426655741556,8.545197387825835,3.6931671239062176,7.852050207265889,3.5412510818803757])","(262145,[96524,138036,147224,148200,229264,232424,261870,262144],[7.852050207265889,4.442554022789039,5.627426655741556,8.545197387825835,3.6931671239062176,7.852050207265889,3.5412510818803757,53.0])","[-488.81170285329273,-545.9086222668449]","[1.0,1.5963310643173393e-25]",0.0
771,328053,put feet relax xx,0.0,17,"['put', 'feet', 'relax', 'xx']","['put', 'feet', 'relax', 'xx']","(262144,[28763,77751,126506,126877],[1.0,1.0,1.0,1.0])","(262144,[28763,77751,126506,126877],[6.53029436728357,5.346524270275154,6.935759475391735,5.367143557477889])","(262145,[28763,77751,126506,126877,262144],[6.53029436728357,5.346524270275154,6.935759475391735,5.367143557477889,17.0])","[-240.59172628534287,-280.7661375105084]","[1.0,3.568411178636535e-18]",0.0
772,328063,sure appreciate posting link easytweetprofits quotfine printquot thanks,0.0,71,"['sure', 'appreciate', 'posting', 'link', 'easytweetprofits', 'quotfine', 'printquot', 'thanks']","['sure', 'appreciate', 'posting', 'link', 'easytweetprofits', 'quotfine', 'printquot', 'thanks']","(262144,[29830,60036,64358,67357,68106,98107,134125,219766],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[29830,60036,64358,67357,68106,98107,134125,219766],[8.545197387825835,8.545197387825835,3.3522405369356245,7.292434419330466,5.9061400582105765,8.545197387825835,4.467659943920116,5.9061400582105765])","(262145,[29830,60036,64358,67357,68106,98107,134125,219766,262144],[8.545197387825835,8.545197387825835,3.3522405369356245,7.292434419330466,5.9061400582105765,8.545197387825835,4.467659943920116,5.9061400582105765,71.0])","[-664.9859435721853,-721.4667247390125]","[1.0,2.956027062120482e-25]",0.0
773,328525,dang feel meeting ferrell coolll,0.0,32,"['dang', 'feel', 'meeting', 'ferrell', 'coolll']","['dang', 'feel', 'meeting', 'ferrell', 'coolll']","(262144,[31994,58179,61899,78820,135960],[1.0,1.0,1.0,1.0,1.0])","(262144,[31994,58179,61899,78820,135960],[8.545197387825835,8.13973227971767,4.0678605733476285,6.465755846145999,7.628906655951679])","(262145,[31994,58179,61899,78820,135960,262144],[8.545197387825835,8.13973227971767,4.0678605733476285,6.465755846145999,7.628906655951679,32.0])","[-434.78564389200227,-465.8628191914769]","[0.999999999999968,3.186795933384209e-14]",0.0
774,328535,like way look glasses,0.0,21,"['like', 'way', 'look', 'glasses']","['like', 'way', 'look', 'glasses']","(262144,[22999,51471,208258,223763],[1.0,1.0,1.0,1.0])","(262144,[22999,51471,208258,223763],[7.041119991049561,4.090850091572327,2.984515756810307,4.584384218228257])","(262145,[22999,51471,208258,223763,262144],[7.041119991049561,4.090850091572327,2.984515756810307,4.584384218228257,21.0])","[-183.0207290566674,-200.36973807932287]","[0.9999999707974281,2.9202571927033008e-08]",0.0
775,328609,ione sky never anthing must boy thing wonder today,0.0,50,"['ione', 'sky', 'never', 'anthing', 'must', 'boy', 'thing', 'wonder', 'today']","['ione', 'sky', 'never', 'anthing', 'must', 'boy', 'thing', 'wonder', 'today']","(262144,[39580,64238,69949,70065,113673,195846,200147,229407,257267],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[39580,64238,69949,70065,113673,195846,200147,229407,257267],[8.545197387825835,3.3977029110123818,5.9061400582105765,4.546996686156636,4.275499938125873,8.545197387825835,6.75343791859778,5.549465114271844,5.980248030364298])","(262145,[39580,64238,69949,70065,113673,195846,200147,229407,257267,262144],[8.545197387825835,3.3977029110123818,5.9061400582105765,4.546996686156636,4.275499938125873,8.545197387825835,6.75343791859778,5.549465114271844,5.980248030364298,50.0])","[-606.1699438293058,-631.1370407019953]","[0.9999999999856475,1.4352501437619294e-11]",0.0
776,329250,back cricket late dinner whilst watching heroes s2 hope everyone else good day london tomorrow,0.0,94,"['back', 'cricket', 'late', 'dinner', 'whilst', 'watching', 'heroes', 's2', 'hope', 'everyone', 'else', 'good', 'day', 'london', 'tomorrow']","['back', 'cricket', 'late', 'dinner', 'whilst', 'watching', 'heroes', 's2', 'hope', 'everyone', 'else', 'good', 'day', 'london', 'tomorrow']","(262144,[10758,29129,37101,63139,67562,68727,84430,113432,128160,132270,150992,208060,230175,248711,254061],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[10758,29129,37101,63139,67562,68727,84430,113432,128160,132270,150992,208060,230175,248711,254061],[8.13973227971767,4.241132294621665,4.163170753151953,4.182098763037472,5.43168207861546,5.524772501681472,8.13973227971767,2.7552372169285815,3.905625775120411,3.589370330224574,5.306518935661455,7.158903026705945,8.13973227971767,6.405131224329564,2.971144019844418])","(262145,[10758,29129,37101,63139,67562,68727,84430,113432,128160,132270,150992,208060,230175,248711,254061,262144],[8.13973227971767,4.241132294621665,4.163170753151953,4.182098763037472,5.43168207861546,5.524772501681472,8.13973227971767,2.7552372169285815,3.905625775120411,3.589370330224574,5.306518935661455,7.158903026705945,8.13973227971767,6.405131224329564,2.971144019844418,94.0])","[-856.590802441286,-1016.513014464086]","[1.0,3.520998051515105e-70]",0.0
777,329771,last hour went veeryyy quick,0.0,28,"['last', 'hour', 'went', 'veeryyy', 'quick']","['last', 'hour', 'went', 'veeryyy', 'quick']","(262144,[5381,77424,98431,146139,248572],[1.0,1.0,1.0,1.0,1.0])","(262144,[5381,77424,98431,146139,248572],[4.0966810118831205,8.545197387825835,6.147302115027464,4.831625321121527,6.673395210924244])","(262145,[5381,77424,98431,146139,248572,262144],[4.0966810118831205,8.545197387825835,6.147302115027464,4.831625321121527,6.673395210924244,28.0])","[-339.707879898277,-365.5190454366039]","[0.9999999999938289,6.170967159608426e-12]",0.0
778,329804,im digging cd collection,0.0,24,"['im', 'digging', 'cd', 'collection']","['im', 'digging', 'cd', 'collection']","(262144,[1446,27969,31015,79697],[1.0,1.0,1.0,1.0])","(262144,[1446,27969,31015,79697],[7.292434419330466,6.465755846145999,2.38083050584039,7.852050207265889])","(262145,[1446,27969,31015,79697,262144],[7.292434419330466,6.465755846145999,2.38083050584039,7.852050207265889,24.0])","[-259.8949326971235,-313.5386289665161]","[1.0,5.044739223924303e-24]",0.0
779,330047,met neighbor cindy told small rhubarb garden ready pick strawberryrhubarb pieoh yah yum,0.0,87,"['met', 'neighbor', 'cindy', 'told', 'small', 'rhubarb', 'garden', 'ready', 'pick', 'strawberryrhubarb', 'pieoh', 'yah', 'yum']","['met', 'neighbor', 'cindy', 'told', 'small', 'rhubarb', 'garden', 'ready', 'pick', 'strawberryrhubarb', 'pieoh', 'yah', 'yum']","(262144,[7527,16934,33358,52914,82096,104220,120649,138543,149425,182573,219709,221582,257872],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[7527,16934,33358,52914,82096,104220,120649,138543,149425,182573,219709,221582,257872],[6.599287238770521,8.13973227971767,6.673395210924244,5.711984043769619,6.10285035245663,5.942507702381451,8.545197387825835,8.545197387825835,7.041119991049561,8.13973227971767,4.613371755101509,8.545197387825835,6.347972810489615])","(262145,[7527,16934,33358,52914,82096,104220,120649,138543,149425,182573,219709,221582,257872,262144],[6.599287238770521,8.13973227971767,6.673395210924244,5.711984043769619,6.10285035245663,5.942507702381451,8.545197387825835,8.545197387825835,7.041119991049561,8.13973227971767,4.613371755101509,8.545197387825835,6.347972810489615,87.0])","[-1114.2413972773165,-1206.305873893554]","[1.0,1.0396946908089707e-40]",0.0
780,330279,moreeeeee training,0.0,18,"['moreeeeee', 'training']","['moreeeeee', 'training']","(262144,[46498,119185],[1.0,1.0])","(262144,[46498,119185],[6.465755846145999,8.545197387825835])","(262145,[46498,119185,262144],[6.465755846145999,8.545197387825835,18.0])","[-203.57880394922898,-199.41106981458086]","[0.01525111379552098,0.984748886204479]",1.0
781,330716,haha omg works finally,0.0,22,"['haha', 'omg', 'works', 'finally']","['haha', 'omg', 'works', 'finally']","(262144,[7625,86553,172914,181321],[1.0,1.0,1.0,1.0])","(262144,[7625,86553,172914,181321],[4.8075277695424665,3.8356671865135006,5.43168207861546,5.7418370069193])","(262145,[7625,86553,172914,181321,262144],[4.8075277695424665,3.8356671865135006,5.43168207861546,5.7418370069193,22.0])","[-187.73192015761498,-230.5833980621009]","[1.0,2.453802500487249e-19]",0.0
782,330788,comfort food always bad health avocado bacon cheeseburger anyway help concentration,0.0,83,"['comfort', 'food', 'always', 'bad', 'health', 'avocado', 'bacon', 'cheeseburger', 'anyway', 'help', 'concentration']","['comfort', 'food', 'always', 'bad', 'health', 'avocado', 'bacon', 'cheeseburger', 'anyway', 'help', 'concentration']","(262144,[19880,26819,52680,62245,79779,84685,97664,121133,145380,219713,239859],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[19880,26819,52680,62245,79779,84685,97664,121133,145380,219713,239859],[7.446585099157725,7.852050207265889,8.545197387825835,4.8195039605891825,4.565515733923874,5.43168207861546,8.545197387825835,5.231011383153309,4.613371755101509,8.13973227971767,4.370810117930198])","(262145,[19880,26819,52680,62245,79779,84685,97664,121133,145380,219713,239859,262144],[7.446585099157725,7.852050207265889,8.545197387825835,4.8195039605891825,4.565515733923874,5.43168207861546,8.545197387825835,5.231011383153309,4.613371755101509,8.13973227971767,4.370810117930198,83.0])","[-880.262649113733,-864.6928581559679]","[1.7303168121627527e-07,0.9999998269683188]",1.0
783,3311,lady bought bracelet pictured twitter page background still wearing week later hasnt taken likes,0.0,96,"['lady', 'bought', 'bracelet', 'pictured', 'twitter', 'page', 'background', 'still', 'wearing', 'week', 'later', 'hasnt', 'taken', 'likes']","['lady', 'bought', 'bracelet', 'pictured', 'twitter', 'page', 'background', 'still', 'wearing', 'week', 'later', 'hasnt', 'taken', 'likes']","(262144,[1512,4714,31536,38004,65908,66174,80365,110427,113034,162469,193920,196946,216614,237407],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[1512,4714,31536,38004,65908,66174,80365,110427,113034,162469,193920,196946,216614,237407],[3.9300768709845753,6.673395210924244,4.073558594462266,6.405131224329564,7.041119991049561,7.628906655951679,7.628906655951679,5.980248030364298,6.673395210924244,8.545197387825835,5.111210183340688,4.633174382397689,5.871048738399306,6.53029436728357])","(262145,[1512,4714,31536,38004,65908,66174,80365,110427,113034,162469,193920,196946,216614,237407,262144],[3.9300768709845753,6.673395210924244,4.073558594462266,6.405131224329564,7.041119991049561,7.628906655951679,7.628906655951679,5.980248030364298,6.673395210924244,8.545197387825835,5.111210183340688,4.633174382397689,5.871048738399306,6.53029436728357,96.0])","[-963.4751140001462,-1085.787936734488]","[1.0,7.589549895447813e-54]",0.0
784,331355,porbably bb,0.0,11,"['porbably', 'bb']","['porbably', 'bb']","(262144,[64755,240747],[1.0,1.0])","(262144,[64755,240747],[6.840449295587409,8.545197387825835])","(262145,[64755,240747,262144],[6.840449295587409,8.545197387825835,11.0])","[-193.649086993793,-218.2317409512088]","[0.9999999999789191,2.108089454495388e-11]",0.0
785,331407,going see tonight yay love movie nights boytoy lt3,0.0,50,"['going', 'see', 'tonight', 'yay', 'love', 'movie', 'nights', 'boytoy', 'lt3']","['going', 'see', 'tonight', 'yay', 'love', 'movie', 'nights', 'boytoy', 'lt3']","(262144,[8538,47555,73853,102382,105519,161830,186480,210223,212185],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[8538,47555,73853,102382,105519,161830,186480,210223,212185],[3.495341380576298,4.72748506186893,4.565515733923874,3.3578115819850796,8.545197387825835,5.018836863209674,2.9749463057941563,4.856317933711899,6.10285035245663])","(262145,[8538,47555,73853,102382,105519,161830,186480,210223,212185,262144],[3.495341380576298,4.72748506186893,4.565515733923874,3.3578115819850796,8.545197387825835,5.018836863209674,2.9749463057941563,4.856317933711899,6.10285035245663,50.0])","[-448.09229391252495,-552.8630802652456]","[1.0,3.1522860664675432e-46]",0.0
786,332498,sadly may right,0.0,15,"['sadly', 'may', 'right']","['sadly', 'may', 'right']","(262144,[91192,136951,229166],[1.0,1.0,1.0])","(262144,[91192,136951,229166],[4.74970819865364,7.446585099157725,4.090850091572327])","(262145,[91192,136951,229166,262144],[4.74970819865364,7.446585099157725,4.090850091572327,15.0])","[-189.72565158691032,-167.97401826058098]","[3.575902540817602e-10,0.9999999996424098]",1.0
787,332941,watching night museum 2,0.0,23,"['watching', 'night', 'museum', '2']","['watching', 'night', 'museum', '2']","(262144,[12524,39522,63139,189957],[1.0,1.0,1.0,1.0])","(262144,[12524,39522,63139,189957],[4.034337881308985,6.840449295587409,4.182098763037472,3.770284427250649])","(262145,[12524,39522,63139,189957,262144],[4.034337881308985,6.840449295587409,4.182098763037472,3.770284427250649,23.0])","[-183.17080550659733,-232.0762342447417]","[1.0,5.762914335198338e-22]",0.0
788,332970,bugs gotta love hope get sorted asap,0.0,36,"['bugs', 'gotta', 'love', 'hope', 'get', 'sorted', 'asap']","['bugs', 'gotta', 'love', 'hope', 'get', 'sorted', 'asap']","(262144,[43237,120447,128160,184641,186480,241427,252722],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[43237,120447,128160,184641,186480,241427,252722],[5.682996506896367,7.628906655951679,3.905625775120411,7.852050207265889,2.9749463057941563,7.628906655951679,3.109294358325235])","(262145,[43237,120447,128160,184641,186480,241427,252722,262144],[5.682996506896367,7.628906655951679,3.905625775120411,7.852050207265889,2.9749463057941563,7.628906655951679,3.109294358325235,36.0])","[-428.13164747014514,-491.0275433271613]","[1.0,4.837929049456679e-28]",0.0
789,333595,thats spirit,0.0,12,"['thats', 'spirit']","['thats', 'spirit']","(262144,[10345,139059],[1.0,1.0])","(262144,[10345,139059],[3.9300768709845753,7.446585099157725])","(262145,[10345,139059,262144],[3.9300768709845753,7.446585099157725,12.0])","[-127.94415947487686,-130.7232399137517]","[0.9415348459423936,0.05846515405760642]",0.0
790,334133,noppee get,0.0,10,"['noppee', 'get']","['noppee', 'get']","(262144,[252722,255609],[1.0,1.0])","(262144,[252722,255609],[3.109294358325235,8.545197387825835])","(262145,[252722,255609,262144],[3.109294358325235,8.545197387825835,10.0])","[-148.0195378985996,-150.48387497470742]","[0.9216035918977354,0.07839640810226466]",0.0
791,334159,dancers dance teachers amp dance studio owners help,0.0,51,"['dancers', 'dance', 'teachers', 'amp', 'dance', 'studio', 'owners', 'help']","['dancers', 'dance', 'teachers', 'amp', 'dance', 'studio', 'owners', 'help']","(262144,[15814,33075,87425,159768,190119,239859,239982],[1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(262144,[15814,33075,87425,159768,190119,239859,239982],[7.158903026705945,13.06058873456714,7.628906655951679,8.13973227971767,8.13973227971767,4.370810117930198,3.9300768709845753])","(262145,[15814,33075,87425,159768,190119,239859,239982,262144],[7.158903026705945,13.06058873456714,7.628906655951679,8.13973227971767,8.13973227971767,4.370810117930198,3.9300768709845753,51.0])","[-602.5469240574224,-732.6367679414599]","[1.0,3.1819888207230463e-57]",0.0
792,33443,wondering capcom found necessary comically increase zangiefs bulk throughout street fighter games,0.0,97,"['wondering', 'capcom', 'found', 'necessary', 'comically', 'increase', 'zangiefs', 'bulk', 'throughout', 'street', 'fighter', 'games']","['wondering', 'capcom', 'found', 'necessary', 'comically', 'increase', 'zangiefs', 'bulk', 'throughout', 'street', 'fighter', 'games']","(262144,[47810,47819,51369,53915,57200,68716,70292,87405,103714,169300,221396,223773],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[47810,47819,51369,53915,57200,68716,70292,87405,103714,169300,221396,223773],[6.599287238770521,7.852050207265889,8.545197387825835,7.852050207265889,8.545197387825835,7.852050207265889,6.673395210924244,5.268052654833658,8.545197387825835,6.673395210924244,8.545197387825835,8.545197387825835])","(262145,[47810,47819,51369,53915,57200,68716,70292,87405,103714,169300,221396,223773,262144],[6.599287238770521,7.852050207265889,8.545197387825835,7.852050207265889,8.545197387825835,7.852050207265889,6.673395210924244,5.268052654833658,8.545197387825835,6.673395210924244,8.545197387825835,8.545197387825835,97.0])","[-1230.668155201868,-1200.723198259465]","[9.88713443048375e-14,0.9999999999999012]",1.0
793,335097,ohhhh forgot im sowwy boo love,0.0,30,"['ohhhh', 'forgot', 'im', 'sowwy', 'boo', 'love']","['ohhhh', 'forgot', 'im', 'sowwy', 'boo', 'love']","(262144,[31015,49839,119199,165808,186480,187835],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[31015,49839,119199,165808,186480,187835],[2.38083050584039,7.852050207265889,7.158903026705945,6.10285035245663,2.9749463057941563,7.628906655951679])","(262145,[31015,49839,119199,165808,186480,187835,262144],[2.38083050584039,7.852050207265889,7.158903026705945,6.10285035245663,2.9749463057941563,7.628906655951679,30.0])","[-367.00904128803813,-443.1785287623562]","[1.0,8.317865633433707e-34]",0.0
794,335346,interesting know number always thought number 3 cause bday 21674 confused,0.0,73,"['interesting', 'know', 'number', 'always', 'thought', 'number', '3', 'cause', 'bday', '21674', 'confused']","['interesting', 'know', 'number', 'always', 'thought', 'number', '3', 'cause', 'bday', '21674', 'confused']","(262144,[178,77772,79779,135239,140931,142343,158090,168590,196689,234706],[1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[178,77772,79779,135239,140931,142343,158090,168590,196689,234706],[8.545197387825835,5.212992877650631,4.565515733923874,12.485224589663579,3.2825071989209493,5.231011383153309,6.2426122948317895,4.831625321121527,7.292434419330466,5.7418370069193])","(262145,[178,77772,79779,135239,140931,142343,158090,168590,196689,234706,262144],[8.545197387825835,5.212992877650631,4.565515733923874,12.485224589663579,3.2825071989209493,5.231011383153309,6.2426122948317895,4.831625321121527,7.292434419330466,5.7418370069193,73.0])","[-698.9543875467781,-760.9026095038499]","[1.0,1.248041538898843e-27]",0.0
795,335612,gonna stop later right,0.0,22,"['gonna', 'stop', 'later', 'right']","['gonna', 'stop', 'later', 'right']","(262144,[81672,193920,202268,229166],[1.0,1.0,1.0,1.0])","(262144,[81672,193920,202268,229166],[4.282517510784519,5.111210183340688,5.004238063788521,4.090850091572327])","(262145,[81672,193920,202268,229166,262144],[4.282517510784519,5.111210183340688,5.004238063788521,4.090850091572327,22.0])","[-175.8102908492569,-191.95072647973583]","[0.9999999022092385,9.77907614303767e-08]",0.0
796,33568,super tired early awake weekend kings island later,0.0,50,"['super', 'tired', 'early', 'awake', 'weekend', 'kings', 'island', 'later']","['super', 'tired', 'early', 'awake', 'weekend', 'kings', 'island', 'later']","(262144,[29955,33940,58339,73822,138837,187436,193920,245919],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[29955,33940,58339,73822,138837,187436,193920,245919],[7.628906655951679,7.158903026705945,5.7418370069193,6.147302115027464,4.673996376917944,5.1274707042124685,5.111210183340688,5.326321562957634])","(262145,[29955,33940,58339,73822,138837,187436,193920,245919,262144],[7.628906655951679,7.158903026705945,5.7418370069193,6.147302115027464,4.673996376917944,5.1274707042124685,5.111210183340688,5.326321562957634,50.0])","[-487.6339677989752,-572.3013504232886]","[1.0,1.6959886013861913e-37]",0.0
797,336385,quote day quotwalk softly carry big magnifying glassquot richard lacayo,0.0,71,"['quote', 'day', 'quotwalk', 'softly', 'carry', 'big', 'magnifying', 'glassquot', 'richard', 'lacayo']","['quote', 'day', 'quotwalk', 'softly', 'carry', 'big', 'magnifying', 'glassquot', 'richard', 'lacayo']","(262144,[7994,54296,75907,88077,168886,172888,196811,197139,199549,254061],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[7994,54296,75907,88077,168886,172888,196811,197139,199549,254061],[7.292434419330466,8.545197387825835,8.545197387825835,8.545197387825835,7.041119991049561,4.894539146532097,7.628906655951679,8.545197387825835,8.545197387825835,2.971144019844418])","(262145,[7994,54296,75907,88077,168886,172888,196811,197139,199549,254061,262144],[7.292434419330466,8.545197387825835,8.545197387825835,8.545197387825835,7.041119991049561,4.894539146532097,7.628906655951679,8.545197387825835,8.545197387825835,2.971144019844418,71.0])","[-942.5222435154366,-975.5971224630645]","[0.9999999999999958,4.32277452510535e-15]",0.0
798,336435,china children poor rural area happy smily face xinwen lianbo o_o,0.0,65,"['china', 'children', 'poor', 'rural', 'area', 'happy', 'smily', 'face', 'xinwen', 'lianbo', 'o_o']","['china', 'children', 'poor', 'rural', 'area', 'happy', 'smily', 'face', 'xinwen', 'lianbo', 'o_o']","(262144,[28054,30905,85735,91254,94583,145697,183411,206589,230810,247394,261770],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[28054,30905,85735,91254,94583,145697,183411,206589,230810,247394,261770],[7.628906655951679,5.837147186723625,6.2426122948317895,8.545197387825835,8.13973227971767,6.75343791859778,3.7452831250452316,8.13973227971767,7.852050207265889,4.188488561136243,8.545197387825835])","(262145,[28054,30905,85735,91254,94583,145697,183411,206589,230810,247394,261770,262144],[7.628906655951679,5.837147186723625,6.2426122948317895,8.545197387825835,8.13973227971767,6.75343791859778,3.7452831250452316,8.13973227971767,7.852050207265889,4.188488561136243,8.545197387825835,65.0])","[-960.3524023794289,-939.3841419140141]","[7.827087419626957e-10,0.9999999992172912]",1.0
799,336609,thanks,0.0,6,['thanks'],['thanks'],"(262144,[64358],[1.0])","(262144,[64358],[3.3522405369356245])","(262145,[64358,262144],[3.3522405369356245,6.0])","[-29.814435348118764,-40.765930329858996]","[0.9999824685213583,1.7531478641752513e-05]",0.0
800,336651,ariels grandmas house beautiful love grad parties cuz fooood theres guacamole yeahh,0.0,83,"['ariels', 'grandmas', 'house', 'beautiful', 'love', 'grad', 'parties', 'cuz', 'fooood', 'theres', 'guacamole', 'yeahh']","['ariels', 'grandmas', 'house', 'beautiful', 'love', 'grad', 'parties', 'cuz', 'fooood', 'theres', 'guacamole', 'yeahh']","(262144,[47589,50423,164256,172247,177670,186369,186480,193198,207382,207439,211756,259145],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[47589,50423,164256,172247,177670,186369,186480,193198,207382,207439,211756,259145],[8.545197387825835,8.545197387825835,8.545197387825835,5.367143557477889,8.13973227971767,6.060290738037835,2.9749463057941563,6.935759475391735,8.13973227971767,7.628906655951679,4.947885127237389,4.894539146532097])","(262145,[47589,50423,164256,172247,177670,186369,186480,193198,207382,207439,211756,259145,262144],[8.545197387825835,8.545197387825835,8.545197387825835,5.367143557477889,8.13973227971767,6.060290738037835,2.9749463057941563,6.935759475391735,8.13973227971767,7.628906655951679,4.947885127237389,4.894539146532097,83.0])","[-1001.6667668897238,-1056.836583014511]","[1.0,1.0966127459458998e-24]",0.0
801,337201,oe crm como ï½ perder pro big brain haha,0.0,40,"['oe', 'crm', 'como', 'ï½', 'perder', 'pro', 'big', 'brain', 'haha']","['oe', 'crm', 'como', 'ï½', 'perder', 'pro', 'big', 'brain', 'haha']","(262144,[71365,86553,161828,172888,176886,188845,190814,249607,254880],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[71365,86553,161828,172888,176886,188845,190814,249607,254880],[8.545197387825835,3.8356671865135006,8.545197387825835,4.894539146532097,8.13973227971767,8.13973227971767,7.446585099157725,5.772608665586054,8.545197387825835])","(262145,[71365,86553,161828,172888,176886,188845,190814,249607,254880,262144],[8.545197387825835,3.8356671865135006,8.545197387825835,4.894539146532097,8.13973227971767,8.13973227971767,7.446585099157725,5.772608665586054,8.545197387825835,40.0])","[-811.2842713114234,-823.5687110209275]","[0.9999953768965345,4.623103465469244e-06]",0.0
